"id","L","A","C","Y"
6348,0,1,1,NA
6349,0,0,1,NA
6350,0,1,0,0
6351,1,1,0,0
6352,0,1,0,0
6353,1,0,0,0
6354,1,0,0,0
6355,0,0,1,NA
6356,0,0,1,NA
6357,0,2,1,NA
6358,1,1,0,0
6359,0,1,0,0
6360,1,1,0,0
6361,1,0,1,NA
6362,1,0,0,1
6363,0,0,0,0
6364,1,0,0,0
6365,1,0,0,0
6366,1,1,0,0
6367,0,1,1,NA
6368,0,0,0,0
6369,0,0,0,1
6370,1,1,0,0
6371,1,2,1,NA
6372,1,1,0,0
6373,1,1,0,0
6374,0,0,0,0
6375,0,1,1,NA
6376,1,1,0,0
6377,1,0,0,0
6378,0,0,0,0
6379,1,0,0,0
6380,1,1,0,0
6381,0,2,1,NA
6382,0,1,1,NA
6383,1,1,0,0
6384,0,1,0,0
6385,0,1,0,0
6386,0,1,0,0
6387,0,0,0,0
6388,0,1,0,0
6389,1,0,0,0
6390,1,2,1,NA
6391,0,1,0,0
6392,1,0,0,0
6393,1,0,0,0
6394,0,1,0,0
6395,0,1,1,NA
6396,1,0,0,0
6397,1,1,0,0
6398,0,1,0,0
6399,1,1,0,0
6400,1,0,0,0
6401,0,2,1,NA
6402,0,1,0,1
6403,1,1,0,0
6404,0,1,0,0
6405,0,1,0,0
6406,0,0,0,0
6407,1,0,0,0
6408,1,1,0,0
6409,1,1,0,0
6410,0,1,0,0
6411,1,2,1,NA
6412,0,0,0,0
6413,0,1,0,0
6414,1,1,1,NA
6415,1,1,0,0
6416,0,0,0,0
6417,1,1,0,0
6418,1,2,0,0
6419,1,1,0,0
6420,1,1,0,0
6421,0,1,0,0
6422,1,0,0,0
6423,1,0,0,0
6424,1,1,0,0
6425,0,0,1,NA
6426,0,0,0,1
6427,0,0,0,0
6428,1,2,1,NA
6429,1,0,0,0
6430,1,1,0,1
6431,1,2,0,0
6432,0,2,0,0
6433,1,1,1,NA
6434,1,1,0,0
6435,0,1,0,0
6436,0,0,0,1
6437,1,0,0,0
6438,1,2,0,0
6439,0,1,0,0
6440,0,0,0,1
6441,0,0,0,0
6442,1,1,0,0
6443,1,1,0,0
6444,1,0,0,0
6445,0,0,0,0
6446,0,1,1,NA
6447,0,2,0,0
6448,0,0,0,0
6449,0,1,0,0
6450,0,0,0,0
6451,0,0,1,NA
6452,0,0,0,0
6453,0,0,1,NA
6454,1,1,0,0
6455,0,1,0,1
6456,0,0,1,NA
6457,1,2,0,0
6458,0,0,0,0
6459,0,0,0,0
6460,0,1,1,NA
6461,1,1,0,0
6462,1,2,0,0
6463,1,1,0,0
6464,0,0,0,0
6465,0,1,0,0
6466,0,2,1,NA
6467,0,1,0,0
6468,1,0,0,0
6469,1,1,0,0
6470,0,2,1,NA
6471,1,0,0,0
6472,1,1,1,NA
6473,0,0,0,0
6474,0,0,0,1
6475,1,0,0,0
6476,1,1,0,0
6477,1,2,0,0
6478,0,0,0,1
6479,0,1,1,NA
6480,1,1,0,0
6481,0,0,0,0
6482,1,1,0,0
6483,1,0,0,0
6484,0,0,0,0
6485,1,1,0,0
6486,1,1,0,0
6487,1,1,0,0
6488,1,2,0,0
6489,0,0,0,0
6490,0,1,1,NA
6491,0,0,1,NA
6492,0,1,0,0
6493,0,0,0,1
6494,0,0,0,0
6495,0,1,0,1
6496,0,0,0,0
6497,1,1,0,0
6498,1,0,1,NA
6499,0,0,0,0
6500,0,0,0,0
6501,1,0,0,0
6502,0,0,0,0
6503,0,1,0,0
6504,0,0,0,0
6505,0,2,1,NA
6506,0,1,1,NA
6507,0,0,0,0
6508,1,2,1,NA
6509,0,1,0,0
6510,1,0,0,0
6511,1,2,0,0
6512,1,1,0,0
6513,0,2,0,0
6514,0,0,1,NA
6515,0,0,0,1
6516,0,1,0,0
6517,1,2,0,0
6518,1,1,0,0
6519,1,1,0,0
6520,0,0,0,0
6521,0,0,0,0
6522,1,2,1,NA
6523,0,0,0,1
6524,0,0,0,0
6525,1,1,0,0
6526,0,1,0,0
6527,0,1,0,0
6528,0,0,0,0
6529,1,0,0,0
6530,1,1,1,NA
6531,1,1,0,0
6532,0,0,0,0
6533,1,2,0,0
6534,1,1,0,0
6535,0,0,0,0
6536,1,1,0,0
6537,1,1,0,0
6538,0,1,0,1
6539,0,0,0,0
6540,0,0,0,0
6541,0,1,0,0
6542,1,1,1,NA
6543,0,0,0,1
6544,0,0,0,0
6545,1,0,1,NA
6546,0,1,1,NA
6547,1,1,0,0
6548,1,1,0,0
6549,0,1,0,1
6550,0,0,0,0
6551,1,1,0,0
6552,1,1,0,0
6553,1,2,1,NA
6554,0,0,0,0
6555,0,0,0,0
6556,1,2,0,0
6557,1,1,1,NA
6558,1,1,0,0
6559,0,0,0,0
6560,0,0,0,0
6561,1,2,0,0
6562,1,0,0,0
6563,0,0,0,0
6564,1,1,0,1
6565,1,0,0,0
6566,0,0,0,0
6567,1,0,0,0
6568,1,1,0,0
6569,0,2,1,NA
6570,1,1,0,0
6571,1,2,0,0
6572,0,1,0,0
6573,0,1,1,NA
6574,0,0,0,0
6575,0,1,0,0
6576,0,0,0,1
6577,1,0,0,0
6578,1,2,1,NA
6579,0,0,0,0
6580,0,1,0,0
6581,0,1,0,0
6582,0,0,0,0
6583,1,1,0,0
6584,0,1,0,0
6585,1,1,1,NA
6586,0,0,0,0
6587,0,1,0,0
6588,0,2,0,1
6589,1,0,0,0
6590,1,1,1,NA
6591,1,2,0,0
6592,0,0,0,0
6593,0,0,0,1
6594,0,1,0,0
6595,1,1,0,0
6596,0,1,0,0
6597,0,1,1,NA
6598,0,1,0,0
6599,0,1,0,0
6600,0,2,0,0
6601,0,0,0,0
6602,0,0,0,1
6603,1,2,0,0
6604,1,1,0,0
6605,1,1,1,NA
6606,0,0,0,0
6607,1,1,0,0
6608,0,1,0,0
6609,0,1,0,0
6610,0,0,0,1
6611,0,1,0,0
6612,0,2,1,NA
6613,1,1,0,0
6614,0,0,0,1
6615,1,2,1,NA
6616,1,1,0,0
6617,1,0,0,0
6618,1,1,1,NA
6619,1,1,1,NA
6620,0,0,0,0
6621,1,2,1,NA
6622,0,0,0,1
6623,0,0,0,0
6624,1,1,0,0
6625,1,2,0,0
6626,0,0,0,0
6627,0,1,1,NA
6628,0,1,0,0
6629,1,2,0,0
6630,1,2,0,0
6631,0,0,0,0
6632,0,1,0,0
6633,1,1,0,0
6634,1,1,0,0
6635,0,0,0,1
6636,1,1,0,0
6637,0,0,0,0
6638,1,2,0,0
6639,1,2,0,0
6640,0,0,0,0
6641,1,1,1,NA
6642,0,1,0,0
6643,0,1,0,1
6644,0,0,0,0
6645,0,0,0,0
6646,0,1,0,0
6647,1,1,0,0
6648,0,1,1,NA
6649,0,0,0,0
6650,0,0,0,1
6651,0,1,0,0
6652,0,0,0,0
6653,0,1,1,NA
6654,1,1,0,0
6655,1,1,0,0
6656,0,1,1,NA
6657,1,1,0,1
6658,1,2,1,NA
6659,1,1,0,1
6660,1,2,0,0
6661,0,0,0,0
6662,0,2,0,0
6663,1,0,0,0
6664,0,1,1,NA
6665,0,1,0,0
6666,1,2,0,0
6667,0,1,0,0
6668,0,1,0,0
6669,1,1,0,0
6670,1,0,0,0
6671,1,0,0,0
6672,1,1,0,0
6673,0,0,0,0
6674,0,1,0,0
6675,1,1,0,0
6676,0,1,0,0
6677,0,1,0,1
6678,1,2,0,0
6679,1,1,0,0
6680,0,1,0,0
6681,1,1,0,0
6682,0,1,0,0
6683,0,0,1,NA
6684,1,1,0,0
6685,1,1,1,NA
6686,1,0,0,0
6687,0,2,0,0
6688,0,0,0,0
6689,1,1,0,0
6690,1,1,0,0
6691,0,1,1,NA
6692,1,1,0,0
6693,1,1,0,0
6694,0,1,0,0
6695,1,2,0,0
6696,0,0,0,0
6697,0,1,0,0
6698,0,0,0,0
6699,1,0,0,0
6700,1,2,0,0
6701,1,1,0,0
6702,1,0,0,0
6703,0,2,0,0
6704,1,1,0,0
6705,1,2,0,0
6706,1,1,0,0
6707,1,1,0,0
6708,1,1,1,NA
6709,0,0,0,0
6710,1,0,0,0
6711,0,0,0,0
6712,0,1,1,NA
6713,0,0,1,NA
6714,1,1,1,NA
6715,0,0,0,0
6716,0,1,1,NA
6717,1,1,0,0
6718,0,1,0,0
6719,1,2,1,NA
6720,0,2,1,NA
6721,0,1,0,0
6722,0,1,0,0
6723,0,1,0,0
6724,0,0,0,0
6725,0,1,0,0
6726,1,1,0,0
6727,0,1,0,0
6728,1,1,0,0
6729,1,2,1,NA
6730,0,2,1,NA
6731,1,0,0,1
6732,0,0,0,1
6733,0,1,0,0
6734,0,0,0,1
6735,0,0,0,0
6736,0,0,0,0
6737,0,0,0,0
6738,0,0,0,0
6739,0,0,0,0
6740,0,1,1,NA
6741,0,0,0,1
6742,0,0,0,0
6743,1,2,0,0
6744,0,0,0,0
6745,1,0,0,0
6746,0,0,0,0
6747,0,1,0,0
6748,1,2,1,NA
6749,1,1,0,0
6750,0,1,1,NA
6751,0,1,0,0
6752,1,1,0,0
6753,0,0,0,0
6754,0,1,0,0
6755,1,1,0,1
6756,1,1,0,0
6757,0,0,0,0
6758,0,1,0,0
6759,1,2,1,NA
6760,1,1,0,0
6761,1,1,1,NA
6762,1,1,0,0
6763,1,0,0,1
6764,1,0,0,0
6765,1,1,0,0
6766,1,1,0,0
6767,0,2,1,NA
6768,1,2,0,0
6769,0,2,1,NA
6770,0,0,0,1
6771,1,1,0,0
6772,1,1,0,0
6773,1,2,0,0
6774,1,0,0,0
6775,0,0,0,0
6776,1,0,0,0
6777,1,1,1,NA
6778,1,1,0,0
6779,1,1,1,NA
6780,1,2,1,NA
6781,1,0,0,0
6782,1,0,0,0
6783,0,1,0,0
6784,1,1,0,0
6785,1,1,0,0
6786,1,2,0,0
6787,0,0,1,NA
6788,1,0,0,1
6789,0,1,0,0
6790,0,0,0,1
6791,0,0,0,0
6792,1,1,0,0
6793,0,1,0,0
6794,1,2,1,NA
6795,1,1,1,NA
6796,1,1,0,0
6797,0,0,0,1
6798,1,1,0,0
6799,0,1,0,0
6800,1,1,0,0
6801,0,0,0,1
6802,0,0,0,0
6803,1,2,1,NA
6804,1,1,0,0
6805,1,1,0,0
6806,1,1,0,0
6807,0,1,0,0
6808,0,0,1,NA
6809,1,2,1,NA
6810,1,0,0,0
6811,1,1,0,0
6812,1,2,1,NA
6813,1,1,0,0
6814,1,1,0,0
6815,1,1,0,0
6816,1,0,0,1
6817,1,1,0,0
6818,0,2,1,NA
6819,1,1,0,0
6820,0,0,0,0
6821,1,0,0,0
6822,0,2,0,0
6823,0,2,1,NA
6824,0,1,0,0
6825,1,1,0,0
6826,0,1,0,0
6827,0,1,0,0
6828,1,1,0,0
6829,0,1,0,0
6830,0,0,0,0
6831,1,0,0,0
6832,0,2,1,NA
6833,0,1,0,0
6834,0,0,0,0
6835,1,1,0,0
6836,1,1,0,0
6837,0,1,0,0
6838,1,0,0,0
6839,0,1,1,NA
6840,1,1,0,0
6841,0,0,0,1
6842,1,1,0,0
6843,0,2,0,0
6844,1,2,0,0
6845,0,1,0,0
6846,1,1,0,0
6847,0,0,0,0
6848,1,1,0,0
6849,0,1,0,0
6850,1,1,0,0
6851,1,0,0,0
6852,1,0,0,0
6853,0,0,0,0
6854,0,1,0,0
6855,0,1,0,0
6856,1,1,0,0
6857,0,0,0,0
6858,0,1,0,0
6859,0,0,0,0
6860,0,0,0,1
6861,1,1,0,0
6862,1,1,1,NA
6863,1,1,0,0
6864,0,0,0,0
6865,0,0,0,0
6866,1,0,0,0
6867,0,1,0,0
6868,1,1,0,0
6869,0,2,1,NA
6870,1,1,1,NA
6871,1,0,0,0
6872,1,1,0,1
6873,0,1,1,NA
6874,1,1,0,0
6875,0,0,0,0
6876,0,1,0,0
6877,1,1,0,0
6878,0,1,1,NA
6879,1,2,0,0
6880,1,0,0,0
6881,0,1,0,0
6882,1,0,0,0
6883,1,0,0,0
6884,0,0,0,1
6885,1,2,1,NA
6886,0,1,0,0
6887,0,0,0,0
6888,1,2,0,0
6889,0,1,0,0
6890,0,0,0,0
6891,0,0,0,1
6892,1,2,1,NA
6893,0,0,0,0
6894,1,0,0,1
6895,1,0,0,0
6896,0,1,0,0
6897,1,0,0,0
6898,0,0,1,NA
6899,1,0,0,0
6900,0,0,0,0
6901,1,1,0,0
6902,1,2,0,0
6903,0,0,1,NA
6904,1,1,0,0
6905,1,0,0,0
6906,0,0,0,0
6907,1,2,0,0
6908,0,0,0,0
6909,0,0,0,0
6910,0,2,0,0
6911,0,0,0,1
6912,0,0,0,0
6913,0,0,1,NA
6914,1,1,0,0
6915,1,1,0,0
6916,0,0,0,0
6917,1,2,0,0
6918,1,2,1,NA
6919,0,0,0,0
6920,0,0,1,NA
6921,0,1,0,0
6922,1,1,1,NA
6923,1,0,0,1
6924,0,1,0,1
6925,1,2,1,NA
6926,0,0,0,0
6927,1,1,0,0
6928,1,2,0,0
6929,0,1,0,0
6930,1,1,0,1
6931,1,1,0,0
6932,1,1,0,0
6933,0,1,0,0
6934,0,0,0,0
6935,0,1,0,0
6936,1,0,0,0
6937,0,1,0,0
6938,1,2,1,NA
6939,0,0,1,NA
6940,1,1,0,0
6941,0,1,0,0
6942,1,2,0,0
6943,0,1,0,0
6944,1,1,0,0
6945,1,1,0,0
6946,0,0,0,0
6947,0,1,1,NA
6948,0,1,0,0
6949,0,1,0,0
6950,0,1,1,NA
6951,0,1,0,0
6952,1,0,0,0
6953,0,2,0,0
6954,1,0,0,0
6955,0,0,0,0
6956,0,1,0,0
6957,1,2,0,0
6958,0,0,0,0
6959,1,1,0,0
6960,1,1,0,0
6961,0,1,0,1
6962,0,0,0,0
6963,0,0,0,0
6964,1,1,0,0
6965,1,1,0,0
6966,0,0,0,0
6967,1,1,0,0
6968,1,1,0,0
6969,1,0,0,0
6970,0,1,0,0
6971,0,1,0,1
6972,0,0,0,0
6973,1,1,0,0
6974,0,0,0,0
6975,1,0,0,0
6976,0,0,0,0
6977,0,1,0,0
6978,0,0,0,1
6979,0,2,1,NA
6980,0,0,0,1
6981,1,1,0,0
6982,1,0,0,0
6983,1,1,0,0
6984,1,1,0,0
6985,1,1,0,0
6986,1,0,0,0
6987,1,2,1,NA
6988,0,0,0,0
6989,0,0,0,1
6990,1,2,0,0
6991,1,1,0,0
6992,0,1,0,0
6993,0,0,0,0
6994,1,0,0,0
6995,0,0,0,0
6996,1,2,0,0
6997,1,1,0,0
6998,1,0,1,NA
6999,0,2,0,0
7000,1,1,0,0
7001,0,2,0,0
7002,0,0,0,1
7003,0,2,1,NA
7004,0,1,0,0
7005,0,0,1,NA
7006,1,1,0,0
7007,1,1,0,0
7008,1,1,0,0
7009,1,2,0,0
7010,0,0,0,1
7011,1,2,1,NA
7012,1,1,0,0
7013,0,1,0,0
7014,1,0,0,0
7015,1,1,0,0
7016,1,1,0,0
7017,1,1,0,0
7018,0,0,0,0
7019,0,0,0,1
7020,1,0,0,0
7021,1,2,0,0
7022,1,0,0,0
7023,0,1,0,0
7024,1,1,0,1
7025,0,0,0,0
7026,0,0,0,0
7027,1,0,0,0
7028,0,2,1,NA
7029,1,1,0,0
7030,0,1,0,0
7031,0,0,0,0
7032,0,1,0,0
7033,1,1,1,NA
7034,1,1,0,0
7035,0,0,0,1
7036,1,1,0,0
7037,1,0,1,NA
7038,0,1,1,NA
7039,0,1,0,0
7040,1,0,1,NA
7041,1,1,0,0
7042,0,1,1,NA
7043,1,0,0,0
7044,0,1,0,0
7045,0,0,0,1
7046,1,1,0,0
7047,0,1,1,NA
7048,1,1,0,0
7049,1,2,0,0
7050,1,0,0,0
7051,1,2,0,0
7052,0,0,1,NA
7053,0,1,0,0
7054,0,1,0,0
7055,1,2,0,0
7056,1,0,0,0
7057,0,1,0,0
7058,0,0,0,1
7059,0,1,0,0
7060,0,0,1,NA
7061,0,1,0,0
7062,0,1,0,0
7063,1,0,0,0
7064,1,2,1,NA
7065,1,1,1,NA
7066,0,2,0,0
7067,1,0,0,0
7068,0,0,0,0
7069,0,0,0,0
7070,0,1,0,0
7071,0,1,0,0
7072,1,0,0,0
7073,0,0,0,1
7074,1,1,0,1
7075,0,1,1,NA
7076,1,0,0,0
7077,1,0,0,0
7078,0,0,1,NA
7079,0,0,0,0
7080,1,1,1,NA
7081,0,0,0,0
7082,0,1,0,0
7083,0,1,0,1
7084,1,1,0,0
7085,1,1,0,0
7086,0,1,0,0
7087,1,2,0,0
7088,1,1,1,NA
7089,0,1,1,NA
7090,0,1,1,NA
7091,0,1,0,0
7092,1,1,1,NA
7093,0,1,0,0
7094,1,2,0,0
7095,1,1,0,0
7096,1,1,1,NA
7097,1,0,0,0
7098,1,2,0,0
7099,0,1,0,0
7100,0,0,0,0
7101,1,2,0,0
7102,1,1,0,0
7103,1,0,1,NA
7104,1,2,1,NA
7105,1,0,0,0
7106,1,1,0,0
7107,1,2,0,0
7108,1,2,0,0
7109,0,0,0,0
7110,1,2,0,0
7111,1,0,0,0
7112,0,0,0,0
7113,0,0,0,0
7114,0,0,1,NA
7115,0,1,1,NA
7116,1,1,0,0
7117,0,0,0,0
7118,1,1,0,0
7119,1,1,0,0
7120,0,0,0,0
7121,0,0,0,0
7122,0,0,0,0
7123,0,0,0,0
7124,0,0,0,1
7125,1,0,0,0
7126,1,2,1,NA
7127,0,0,1,NA
7128,1,2,1,NA
7129,1,1,0,0
7130,1,2,1,NA
7131,1,1,0,0
7132,1,0,0,0
7133,1,2,0,0
7134,1,1,0,0
7135,1,2,0,0
7136,0,0,0,0
7137,0,1,0,1
7138,0,2,1,NA
7139,0,1,1,NA
7140,1,1,0,0
7141,0,1,0,0
7142,1,2,0,0
7143,1,0,1,NA
7144,1,2,0,0
7145,0,1,0,1
7146,1,0,0,0
7147,1,2,0,0
7148,1,0,0,0
7149,0,0,0,0
7150,1,0,0,0
7151,0,1,0,0
7152,1,1,0,0
7153,0,0,0,0
7154,0,0,0,0
7155,1,0,0,1
7156,0,0,0,0
7157,0,0,0,1
7158,1,1,0,0
7159,0,0,0,0
7160,1,0,0,0
7161,0,1,0,0
7162,1,1,0,0
7163,1,1,0,0
7164,1,0,0,0
7165,0,0,1,NA
7166,1,0,0,1
7167,1,0,0,0
7168,0,0,0,0
7169,0,0,0,0
7170,0,2,1,NA
7171,0,0,0,0
7172,1,0,0,1
7173,0,1,0,0
7174,0,0,0,0
7175,1,1,1,NA
7176,1,1,0,0
7177,1,1,0,0
7178,0,1,0,0
7179,1,0,0,0
7180,1,0,0,1
7181,0,1,0,0
7182,1,1,0,0
7183,0,0,0,0
7184,0,0,0,0
7185,0,1,1,NA
7186,1,2,0,0
7187,1,1,0,0
7188,0,1,0,0
7189,0,2,1,NA
7190,0,0,0,0
7191,1,0,0,0
7192,0,1,0,0
7193,1,1,0,0
7194,1,1,0,0
7195,0,0,1,NA
7196,1,1,0,0
7197,1,1,0,0
7198,1,1,0,0
7199,0,0,0,0
7200,0,1,0,0
7201,0,0,0,0
7202,0,0,0,0
7203,1,1,0,1
7204,0,2,0,1
7205,1,1,0,0
7206,1,1,0,0
7207,1,1,0,0
7208,1,0,0,0
7209,1,1,1,NA
7210,1,2,0,0
7211,1,2,1,NA
7212,0,1,0,0
7213,1,0,0,0
7214,0,1,0,0
7215,0,2,1,NA
7216,1,1,0,0
7217,1,1,0,1
7218,0,1,0,0
7219,1,1,0,0
7220,1,2,1,NA
7221,0,1,0,0
7222,1,1,0,1
7223,0,0,0,0
7224,1,2,1,NA
7225,1,1,0,0
7226,1,1,0,0
7227,0,1,0,0
7228,1,0,0,1
7229,1,1,0,0
7230,0,0,0,0
7231,0,0,0,0
7232,0,1,0,0
7233,1,1,0,1
7234,1,0,0,1
7235,0,2,1,NA
7236,0,0,0,0
7237,0,0,0,0
7238,1,2,1,NA
7239,1,0,0,0
7240,1,1,0,0
7241,0,0,0,0
7242,1,2,1,NA
7243,0,0,0,0
7244,0,0,0,0
7245,1,1,0,0
7246,0,0,1,NA
7247,1,2,0,0
7248,1,2,0,0
7249,1,2,0,0
7250,1,1,1,NA
7251,1,1,1,NA
7252,0,0,0,1
7253,0,0,0,0
7254,0,0,0,1
7255,1,2,0,0
7256,1,1,0,0
7257,0,1,0,0
7258,0,2,0,0
7259,0,2,0,0
7260,0,1,1,NA
7261,1,1,0,0
7262,0,2,0,0
7263,0,0,0,1
7264,0,0,0,0
7265,1,0,0,0
7266,1,1,0,0
7267,1,2,0,0
7268,1,1,0,0
7269,1,0,0,0
7270,1,2,0,0
7271,1,1,0,0
7272,1,1,0,0
7273,0,2,0,0
7274,0,0,0,1
7275,1,2,0,0
7276,1,1,0,0
7277,1,1,0,0
7278,0,1,0,0
7279,1,1,0,0
7280,1,1,1,NA
7281,0,0,0,0
7282,0,1,1,NA
7283,1,1,0,0
7284,1,0,0,1
7285,0,0,1,NA
7286,1,2,0,0
7287,1,1,1,NA
7288,1,1,0,0
7289,0,2,0,0
7290,0,1,1,NA
7291,1,2,0,0
7292,0,1,0,0
7293,0,0,0,0
7294,1,1,0,0
7295,0,0,1,NA
7296,0,0,1,NA
7297,0,1,1,NA
7298,1,1,0,0
7299,0,1,0,1
7300,1,0,0,0
7301,0,1,0,0
7302,1,0,0,1
7303,0,1,1,NA
7304,1,1,0,0
7305,0,1,0,0
7306,1,2,0,0
7307,0,0,0,0
7308,0,1,0,0
7309,1,2,0,0
7310,1,2,0,0
7311,1,2,0,0
7312,1,0,0,0
7313,1,1,0,0
7314,0,0,0,0
7315,1,2,0,0
7316,0,1,0,0
7317,1,2,1,NA
7318,0,2,1,NA
7319,1,1,0,0
7320,0,1,0,0
7321,0,2,0,0
7322,1,1,0,0
7323,1,1,0,0
7324,0,0,0,0
7325,1,2,0,0
7326,1,1,0,0
7327,1,2,0,0
7328,1,1,0,0
7329,1,0,0,0
7330,1,1,0,0
7331,0,1,1,NA
7332,1,0,0,0
7333,0,0,1,NA
7334,0,0,0,0
7335,0,1,0,0
7336,1,1,0,0
7337,0,0,0,0
7338,1,1,0,0
7339,0,1,0,0
7340,1,0,0,0
7341,0,0,0,0
7342,1,2,1,NA
7343,0,0,0,0
7344,1,0,0,0
7345,1,1,0,0
7346,0,0,0,1
7347,1,0,0,0
7348,1,2,1,NA
7349,1,0,0,0
7350,1,2,0,0
7351,0,0,0,0
7352,1,2,1,NA
7353,1,1,0,0
7354,1,1,0,0
7355,1,1,0,0
7356,0,0,0,0
7357,1,1,1,NA
7358,0,0,0,0
7359,1,1,0,0
7360,1,2,0,0
7361,0,1,0,0
7362,0,1,0,0
7363,1,1,0,0
7364,0,0,0,0
7365,0,0,1,NA
7366,1,1,0,0
7367,0,0,0,0
7368,1,1,1,NA
7369,0,1,0,0
7370,0,0,0,1
7371,0,0,0,1
7372,0,0,0,0
7373,0,2,1,NA
7374,1,0,0,0
7375,0,1,0,1
7376,0,1,0,0
7377,1,1,0,0
7378,0,1,0,0
7379,1,1,0,0
7380,0,0,0,0
7381,1,0,0,0
7382,0,0,1,NA
7383,0,0,0,0
7384,0,1,1,NA
7385,1,2,0,1
7386,1,1,0,0
7387,0,0,0,0
7388,1,1,0,0
7389,0,1,0,0
7390,0,1,1,NA
7391,1,1,0,0
7392,0,1,0,0
7393,1,0,0,1
7394,1,0,0,0
7395,1,1,0,0
7396,1,2,0,0
7397,1,2,0,0
7398,0,0,0,0
7399,0,1,0,0
7400,0,0,0,0
7401,0,0,0,0
7402,0,1,0,0
7403,0,1,0,0
7404,0,0,0,0
7405,0,0,0,0
7406,0,0,0,1
7407,1,1,1,NA
7408,0,0,0,1
7409,1,1,0,0
7410,1,1,0,0
7411,1,0,0,1
7412,0,1,0,0
7413,0,1,0,0
7414,0,1,0,0
7415,1,2,1,NA
7416,1,1,1,NA
7417,0,0,0,0
7418,0,2,1,NA
7419,1,2,0,0
7420,0,1,0,0
7421,1,0,0,0
7422,0,0,0,0
7423,1,1,0,0
7424,1,1,0,0
7425,1,1,0,0
7426,1,1,0,0
7427,1,2,0,0
7428,0,0,1,NA
7429,1,1,0,0
7430,0,0,0,0
7431,0,1,0,0
7432,0,0,0,0
7433,1,0,0,0
7434,1,0,0,0
7435,1,1,0,1
7436,1,2,1,NA
7437,1,1,0,0
7438,1,0,0,0
7439,0,0,0,0
7440,1,1,0,0
7441,1,1,0,0
7442,0,0,0,0
7443,0,0,0,0
7444,1,2,1,NA
7445,1,1,0,0
7446,0,1,0,1
7447,1,0,0,0
7448,0,1,0,0
7449,1,1,0,0
7450,0,1,0,0
7451,0,0,0,0
7452,1,0,0,0
7453,1,0,0,0
7454,0,0,1,NA
7455,0,0,0,1
7456,1,1,0,0
7457,0,1,0,0
7458,1,0,0,0
7459,0,1,0,0
7460,1,0,0,0
7461,1,1,0,0
7462,1,1,0,0
7463,0,1,0,0
7464,1,1,0,0
7465,0,1,1,NA
7466,0,0,0,0
7467,1,1,0,0
7468,0,1,0,0
7469,1,2,1,NA
7470,1,0,0,1
7471,1,2,1,NA
7472,0,0,0,0
7473,0,1,0,0
7474,0,1,0,0
7475,0,2,1,NA
7476,1,0,0,0
7477,0,1,1,NA
7478,1,0,0,0
7479,1,1,0,0
7480,0,1,1,NA
7481,1,0,0,0
7482,0,0,0,0
7483,0,1,1,NA
7484,1,1,0,0
7485,1,2,0,0
7486,0,0,0,0
7487,1,2,0,0
7488,1,0,0,0
7489,1,1,0,0
7490,1,1,1,NA
7491,0,1,1,NA
7492,0,0,0,1
7493,0,1,0,0
7494,1,1,0,0
7495,1,2,0,0
7496,1,1,0,0
7497,0,1,0,0
7498,0,0,0,0
7499,1,1,1,NA
7500,0,0,0,0
7501,0,1,0,0
7502,1,1,0,0
7503,0,1,0,0
7504,0,0,0,1
7505,1,1,0,0
7506,0,0,0,0
7507,0,2,0,1
7508,0,0,0,1
7509,1,1,0,0
7510,0,0,0,0
7511,0,0,0,1
7512,0,2,1,NA
7513,1,1,0,0
7514,0,0,0,1
7515,1,2,0,0
7516,1,1,1,NA
7517,1,1,0,0
7518,1,2,0,0
7519,0,0,0,0
7520,1,1,0,0
7521,0,0,0,0
7522,1,0,0,0
7523,1,2,1,NA
7524,0,0,0,1
7525,0,0,0,0
7526,0,0,0,0
7527,1,1,0,0
7528,1,1,0,0
7529,0,0,0,1
7530,0,1,1,NA
7531,1,2,0,0
7532,1,0,1,NA
7533,1,2,0,0
7534,0,0,0,0
7535,1,1,0,0
7536,0,1,0,0
7537,0,0,0,0
7538,1,1,0,0
7539,1,1,0,0
7540,1,2,0,0
7541,1,0,0,0
7542,0,1,0,0
7543,0,0,0,0
7544,1,2,1,NA
7545,1,1,0,0
7546,0,1,0,0
7547,0,0,0,0
7548,1,1,0,0
7549,1,0,0,0
7550,0,0,0,0
7551,1,0,0,0
7552,1,1,0,0
7553,1,1,0,0
7554,1,1,1,NA
7555,1,0,0,0
7556,0,0,0,1
7557,1,2,1,NA
7558,0,1,0,0
7559,0,0,0,0
7560,0,1,1,NA
7561,0,0,0,0
7562,0,1,0,0
7563,1,1,0,0
7564,0,1,0,1
7565,1,1,0,0
7566,1,0,0,1
7567,1,1,0,0
7568,0,0,0,0
7569,0,1,0,0
7570,0,0,0,1
7571,1,2,0,0
7572,1,1,1,NA
7573,1,1,0,0
7574,0,0,0,0
7575,0,0,0,0
7576,1,0,0,0
7577,1,2,0,0
7578,0,1,1,NA
7579,0,0,0,1
7580,0,2,0,0
7581,0,1,1,NA
7582,0,1,1,NA
7583,0,1,0,0
7584,1,1,0,0
7585,0,0,0,0
7586,0,0,0,0
7587,1,1,0,0
7588,0,1,1,NA
7589,1,1,0,0
7590,1,1,0,0
7591,1,1,0,0
7592,1,2,0,0
7593,0,2,1,NA
7594,0,0,0,0
7595,1,2,1,NA
7596,0,0,0,0
7597,1,1,0,0
7598,1,1,0,0
